Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Estonia,EST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.036407139,0.162167672,0.480179948,0.933370468,2.096126379,4.8443196,10.14428522,17.50349184,27.57396163,39.87466327,46.91659552,63.87575766,76.62301373,92.165096,106.6908203,123.1669202,125.4573787,121.4997483,117.6827879,124.1280928,136.0581244,151.1890235,146.2404646,144.352489,144.7940413,144.227031,144.5430113,145.5233453,147.0228833,144.8567221,149.0807939,155.0300061,..
Estonia,EST,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,-3.50447680786976,-8.32080873340359,-10.8980153561721,-8.43191028086133,-5.11809353076674,-5.2581579929437,-5.19007918730105,-10.5774130840721,-12.923916988731,-11.9856294775794,-8.63470308727056,-14.9743319808362,-14.8027795878608,-8.85896815511953,2.67764903743671,1.74373891815194,1.31054458004807,-1.87568990442943,0.300251868541704,0.649750215813133,1.76173459073241,1.24855737986658,2.27981902997329,0.886541212467295,2.46897290253216,-2.10442718442059,-2.69508888802299,-3.23071586068752,..
Faroe Islands,FRO,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0,2.318786811,4.601297566,11.33786848,22.29753835,32.91639236,43.24698352,53.29922183,58.91264097,66.53359947,67.90263174,69.35944512,75.98,75.57,75.18,75.2,80.7321728,85.33518924,90,93.3,94.2,95.10868167,97.58195894,..,..,..,..,..,..
Faroe Islands,FRO,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,223970000,176080000,99190000,146200000,125740000,-6560000,129705661.170439,31181073.21276,21240459.5954714,-80569602.5374897,-30578904.3102582,-24635504.8574939,144276278.64585,194304400.886316,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,20236.428925417,19424.3369969254,19838.5048000409,16874.1615610619,17192.8843355503,20577.6671574177,22419.1606928062,20985.7980311412,24623.743124955,24947.1235837634,23370.7737767844,25089.5926494304,27238.0255328878,31691.880082905,35940.9608625712,36440.3221972404,41762.6898536453,48365.735061209,51431.9730976048,47410.9556269077,48167.6675141519,51786.480991824,50157.0587890212,55560.1330274996,60126.1256426858,52726.6873782078,56833.9165410522,59328.2376643374,62576.8016380509,63203.7447848956,62234.9686802048,69108.2065823035,66979.2773224808,..
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.30300216202099,-0.576939114349187,3.70819417120374,7.01665379949266,5.85305191414515,5.43270135720174,0.976378534447207,1.46991580449085,3.51430597113568,2.73155215546514,4.39010333975558,-1.92683441672665,5.75555052732079,5.39848038908718,..
Faroe Islands,FRO,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.32875341247043,7.16067235902477,-1.08746001985222,-2.34099847443396,1.51917712692085,2.67118030216858,4.85946280055664,7.77765788528224,0.373671978191965,-0.394209932660289,3.64703843550345,-0.115762810210043,1.81983254734442,3.8890421268988,..
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,4.17,4,..,3.85,3.7,3.46,1.8,1.73,2.36,3.94,6.39,5.29,3.03,4.03,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,6.18855833333333,6.39645833333333,6.03613333333333,6.48393916666667,6.36055166666667,5.60236666666667,5.79867166666667,6.60445916666667,6.70082666666667,6.97624,8.08314416666667,8.3228175,7.89471416666667,6.58767333333333,5.99105666666667,5.99691,5.94677833333333,5.44370083333333,5.09813083333333,5.36086666666667,5.624075,5.36871153508772,5.79247553703916,5.61631168617622,5.61246666666667,6.7279068312963,6.73171825724638,..,..,..,..,..,..,..
Faroe Islands,FRO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,3.052766503,3.734376698,3.559073976,4.441322426,5.839516037,7.397254067,10.56499461,14.52357071,23.80594208,37.16819974,52.95058925,74.20374682,80.23717083,86.05722145,87.03719042,103.4193695,107.8718829,113.3213526,117.6836193,122.7969428,120.8510726,121.3465036,119.2758891,120.2583361,109.0072927,110.0747475,112.7194903,111.4552056,106.3427565,112.9695698,111.9592346,..,..
Faroe Islands,FRO,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,20.2734708037608,15.6142918418711,9.29520327119273,12.6005348141705,9.86123616311528,-0.436767986416422,7.52016809211848,1.77191405060488,1.05271652622566,-3.44459491477146,-1.22813096268354,-1.07294449559976,6.18734358043311,7.75436992619401,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,1970007773.11495,112918831.681112,-1153411829.44623,537946749.405047,2858035863.42281,450056527.26237,2464656102.11446,3131691249.91024,6668965419.14475,2088623911.42863,14780179939.6173,4721635281.25145,-756942687.965904,-5756624400.95577,-4017927073.32839,-393671434.486336,-2837996225.28276,-5459866277.12025,10751439981.6278,4920533661.43842,2766046759.74604,2457167885.89697,3444014949.83225,-2236027725.237,-17108721387.896,-18241204965.2041,15487777451.9412,-3464257880.12747,13725083434.579,-8568455133.46849,7447437563.98655,-4364887159.59575,7378497425.43287,..
Finland,FIN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.574223938542368,-0.182278447064837,0.352226819740318,0.967925393581486,0.268964373790316,1.0810883434825,0.569873751348834,1.93368085598845,9.33679172029042,5.76486742656509,10.714265643958,2.48948733398858,5.76518399300031,3.47526038641381,3.43179887742407,5.30433190858078,2.13678262162868,8.57302514110282,6.79228430535503,-3.48162112393045,4.89968635862389,-2.179936953365,1.90912917463228,-1.81391357891476,6.37721739347512,7.4552555059125,2.1281913787807,6.70809995996687,-3.83438230194276,5.81407868801805,-0.914938441590278,7.98565320892034,4.727991562447,..
Finland,FIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,812172838.219176,-232904201.903945,396369713.714145,863526070.917893,277840045.043795,1450710446.10372,752969481.736254,2454075989.11364,12514915951.3826,7797795098.68143,13502068644.6076,3224710299.84937,8094575465.08978,5965369887.32256,6777097341.61981,10867806670.7033,4638725790.33102,21979356204.6661,19406664159.1787,-8825823233.80559,12221008932.1759,-6008001205.17501,4931090894.98296,-4922279528.51917,17528599997.1113,17485137455.9981,5124075140.91557,17149122038.4329,-10571698824.8262,15611668561.8503,-2487590239.30074,23675099375.4691,13363660492.3701,..
Finland,FIN,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,2.20687246322632,..,2.19966173171997,..,2.36823558807373,..,2.36900973320007,2.3741238117218,2.41011142730713,2.3147189617157,2.45411086082459,2.38947749137878,2.32084584236145,2.24071860313416,2.15166974067688,2.1919150352478,2.22684669494629,2.20017123222351,2.15947580337524,2.21577143669128,2.18605208396912,2.16156053543091,2.17132115364075,2.11400508880615,2.17063069343567,2.23821711540222,2.24697780609131,..
Finland,FIN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,82.403,82.077,83.627,82.659,84.209,84.026,83.975,83.704,83.492,83.286,82.374,79.2,79.167,78.927,77.871,77.357,76.702,76.661,75.506,75.042,75.027,74.437,74.149,74.149,74.032,73.978,74.791,74.717,..
Finland,FIN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,63.425,62.096,61.292,60.518,59.714,59.232,60.104,60.165,60.85,60.972,61.274,61.295,61.09,60.599,60.724,60.981,61.199,61.439,60.435,59.843,59.854,59.702,59.096,58.924,58.907,58.581,58.846,59.402,59.395,58.991,59.748,60.379,60.609
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.40108767,1.397439332,1.88687977,2.568461349,4.915098554,13.90030389,16.78007526,19.4586828,25.45252493,32.29509229,37.24846174,43.10536335,62.43,69.22,72.39,74.48,79.66,80.78,83.67,82.49,86.89,88.70999491,89.87999797,91.5144,86.53039275,86.42213333,87.70364996,87.46892907,88.88996,89.60738511,92.17027106,92.80806082,92.98879471,..
Finland,FIN,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,1.72499644756317,..,1.94985711574554,..,2.02971863746643,..,2.09640264511108,2.19400310516357,2.14761972427368,2.12453174591064,2.1676173210144,1.96812081336975,2.04124021530151,2.22546005249023,2.22388696670532,2.23519229888916,2.2103111743927,2.18119192123413,2.02586197853088,1.84421217441559,1.84277081489563,1.97704017162323,2.0138726234436,1.97287130355835,1.90141117572784,1.92068529129028,1.75512683391571,..
Finland,FIN,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-6962269019.46931,-6807373406.47853,-5115907404.59358,-1135004052.24786,1110443784.94594,5231356798.12895,5002580419.46603,6632800363.77208,7339629117.19132,8044740599.56056,10527099590.0979,12082014153.4112,12091805084.2626,8539305696.64518,12556749492.8933,7782802138.88319,7997111885.27903,9578241229.02905,5710039150.76066,4407663177.32744,2792225335.64215,-4797433834.8079,-5899068430.12717,-4856099894.06214,-3790146118.70019,-2209431644.07304,-4841647992.55956,-1952469032.86425,-5158732134.86269,-846714797.429672,1733531988.30564,1222430601.65948,-7317735613.23062,..
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,1.41271877288818,..,1.47338783740997,..,1.72011208534241,..,1.7531840801239,1.6870174407959,1.61962687969208,1.59494686126709,1.50111103057861,1.48869705200195,1.44586837291718,1.45967149734497,1.42360687255859,1.39347100257874,1.40076518058777,1.38517248630524,1.28219723701477,1.02799820899963,0.982591867446899,1.06380665302277,0.891700327396393,0.835154116153717,0.981748819351196,0.963134944438934,0.891491711139679,..
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,28364.6450765922,25484.7392935746,22319.059460246,17608.8123902264,20301.333085866,26271.5998141691,25783.4504878611,24691.8728133698,26009.2694886182,26186.1900105755,24345.9148217032,24967.7925153182,26997.7529897788,32927.6802919408,37772.1781110398,39054.8504423825,41222.6020004611,48476.3927287052,53772.7942390019,47481.4845364339,46505.3031791811,51148.9316365833,47708.0612784469,49892.2233632732,50327.2402902632,42801.9081167285,43814.0265056965,46412.1364777169,49987.6261584968,48629.8582283032,49169.7193388499,53504.6936483441,50871.9304508821,..
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.670275844289762,-5.88632806942667,-3.29466006575714,-0.661998030419085,3.96305242370121,4.21686746987953,3.66717982978477,6.33379565418399,5.45718050065875,4.37957572274557,5.7733624584817,2.61001912392074,1.70714896198065,2.00378420285061,3.99209129032087,2.77985055556123,4.02740965802573,5.29933650739021,0.783995060876521,-8.0744474323113,3.18595865407703,2.54766483842627,-1.39754572817782,-0.901696316194844,-0.364908156882066,0.543659211765487,2.81145776663433,3.19240962968416,1.1397180134305,1.22474892206223,-2.35496515679442,2.83817960418034,1.63431010253474,..
Finland,FIN,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,1.90792155265808,..,1.95207500457764,..,1.95340764522552,..,1.90388894081116,1.95863425731659,1.93988859653473,1.95094156265259,1.95951342582703,1.89684998989105,1.91038119792938,1.9625688791275,1.96125268936157,1.93953800201416,1.94403350353241,1.95565962791443,2.1247820854187,2.05311393737793,2.00816488265991,2.02343678474426,2.0346474647522,2.01298141479492,2.0209972858429,2.01348161697388,1.95837247371674,..
Finland,FIN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.19540242701977,1.51176606854524,0.887746783677983,1.76590123152506,1.84541095651166,4.20111318922798,-0.0782759655458847,2.08042177103114,3.09793753182429,0.927035885223574,1.63783143233083,3.30338088882533,0.944264297601578,0.189923706229408,0.602661249044417,0.928941215438584,0.920723414612866,2.7532807031041,3.03723677240961,1.77390522146771,0.322930666499261,2.6235333499222,2.97397234009919,2.55829450973857,1.63162333665335,1.61674649704926,0.0874254582934526,0.819262897258781,2.00183627649704,1.49655419230197,1.63467899810999,2.39795719237752,5.35811717897103,..
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,6.5,11.6,16.2,16.43,17,15.57,14.97,13.21,11.69,11.13,10.29,10.42,10.47,10.36,8.38,7.72,6.85,6.37,8.25,8.39,7.78,7.69,8.19,8.66,9.38,8.82,8.64,7.36,6.69,7.76,7.61,6.72,6.971
Finland,FIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.069,6.503,11.595,16.201,16.426,19.78,15.572,14.968,13.215,11.693,12.49,10.291,10.423,10.469,10.358,8.384,7.719,6.854,6.369,8.25,8.394,7.781,7.689,8.193,8.663,9.376,8.818,8.64,7.361,6.695,7.759,7.606,6.719,..
Finland,FIN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,3.823505,4.04397916666667,4.47944,5.71229166666667,5.2235125,4.36666666666667,4.59355,5.191435,5.34406583333333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.171356119,6.365103571,7.655924957,9.65486751,13.27633542,20.34333586,29.30898832,42.07389889,55.22384208,63.37118775,72.03389585,80.48545471,86.85104553,91.0634187,95.40676122,100.4561318,107.6667458,114.9623281,128.5441388,144.2267619,156.4343557,165.9191643,172.1508026,136.2635488,139.2050448,134.9804296,131.3887581,129.9894338,129.6355826,129.4929527,128.7646479,129.1548109,128.6830329,..
Finland,FIN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-4.9224762875809,-5.32767310756861,-4.54615913592603,-1.27222475497564,1.07497037441185,3.89847530928361,3.78612857388542,5.22629256058679,5.47575298448757,5.94743288976835,8.35354525573061,9.32735607455742,8.61212319520915,4.97476457882286,6.35850964529705,3.79861060969511,3.68378957327094,3.73598307882108,1.99849953544596,1.73874015135206,1.11946799672407,-1.74069593874468,-2.28389293220419,-1.78952566333749,-1.37892277512011,-0.9420502109786,-2.01089040138764,-0.763733409316275,-1.87108538808625,-0.31533249883329,0.637594982794716,0.412328020339345,-2.58897569684039,..
France,FRA,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,21640172226.7156,8778998288.97929,9429508955.84586,-149530697.079623,8641023244.7181,-7915340633.12256,8389214529.86984,12439587260.4557,16182755399.4058,79455181689.7442,132207098895.585,37230890648.6579,1451944337.96749,10242909367.5663,25513610482.5624,33660365152.6492,51482577203.1678,48449400448.7044,68001785591.4721,70295520050.0789,33671093773.6308,20277561650.9937,19070158223.0146,-13973846914.2207,47288734074.2787,8404253503.8188,41841316016.5479,12702511140.0882,61682963434.9479,30864497546.2034,9116589362.18354,13026648828.9542,13333972005.2368,..
France,FRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.0387249494969,1.1938090850068,1.55833266381818,1.56892947410949,1.13323678428811,1.48250444153683,1.36838946976613,1.5863558407043,1.96382525516541,3.078804070037,3.03074697177105,3.63966078420369,3.43347287145825,2.29600283284986,1.67993859132812,3.87524735138074,3.40253485643684,3.14883387347586,2.32049138897663,0.682106491646852,1.47019572697397,1.54287540837324,1.22759662106149,1.12342342416042,0.203254562718035,1.75572374141658,1.32649169812718,1.38212038996387,2.77657814362355,1.96049400180615,0.731611886624969,3.23938200451629,3.79350338318824,..
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,13183285334.811,15152742089.8424,21839501253.074,20754044035.6782,15797125294.9865,23736300874.0228,21971888803.0024,23047924754.756,29518429032.2114,45971216472.0884,41389082664.7628,50142053918.8909,51550483853.8509,42350800678.3509,35608535812.8719,85137061931.2536,78957053786.1349,83777598395.4499,67997446904.9733,18422928061.9131,38889439213.3126,44205811126.5792,32944663317.8722,31589283790.5549,5804878132.66635,42825414105.9409,32803666728.594,35868111746.0373,77493098693.2378,53499337503.7413,19368829836.4655,95864839855.8147,105424958013.771,..
France,FRA,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,1.24740922451019,..,1.35077285766602,..,1.32172358036041,..,1.19158518314362,1.30575609207153,1.31116378307343,1.3575382232666,1.45506083965302,1.45600175857544,1.39503479003906,1.4299693107605,1.48775613307953,1.53777325153351,1.4719694852829,1.30437731742859,1.28824603557587,1.24826383590698,1.32866752147675,1.22440361976624,1.28164064884186,1.24832808971405,1.12234926223755,1.28228497505188,1.25952994823456,..
France,FRA,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,80.069,79.321,79.474,81.631,81.274,79.264,79.394,79.796,79.911,80.179,80.522,80.324,74.413,73.998,74.585,75.725,74.997,75.286,75.344,76.181,76.164,77.381,77.515,77.289,76.602,76.548,76.637,75.651,77.38,77.274,..
France,FRA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,55.41,55.56,55.55,55.48,55.44,55.77,55.45,55.46,55.75,55.7,55.5,55.71,56.41,56.25,55.95,55.88,55.98,56.07,56.33,56.25,56.03,56.26,56.43,56.1,56.06,55.93,55.64,55.62,55.27,54.53,55.85,56.177,56.275
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.052777862,0.140113895,0.279049463,0.590619383,0.899867425,1.637947245,2.584033979,4.255003872,6.319778722,9.125317889,14.30792394,26.32590355,30.18,36.14,39.15,42.87,46.87,66.09,70.68,71.58,77.28,77.81999899,81.44,81.9198,83.75,78.00603771,79.26981132,80.50245972,82.04318678,83.33974409,84.70640914,86.09548575,85.33331549,..
France,FRA,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,1.25185739994049,..,1.45350337028503,..,1.63705730438232,..,1.54408168792725,1.6510945558548,1.75563025474548,1.66645479202271,1.62847626209259,1.46457493305206,1.57403433322906,1.47705447673798,1.46266102790833,1.39230680465698,1.37338125705719,1.48261678218842,1.41354477405548,1.41785860061646,1.38138175010681,1.30881631374359,1.4197963476181,1.33828783035278,1.2046355009079,1.23061394691467,1.165806889534,..
France,FRA,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-9944228234.23224,-6518255441.78685,3893429894.58264,8989785410.58074,7415274026.52038,10840336630.7297,20560612391.7104,37801148626.7183,37698545877.1245,50692422641.2379,16125180558.2182,20965385279.5954,17651008712.0079,15984849589.3335,9166417134.83922,-142691013.40639,514325562.52478,-8718514442.63438,-28163013357.7814,-22099585073.5785,-22031068187.7642,-29508603051.6754,-32875102689.5346,-24382747331.6785,-37354496128.6694,-9130436716.70018,-12205179244.4933,-17978489467.6036,-24384561166.7367,13699135191.3448,-41381103675.8145,9868141919.61126,-56671700490.3816,..
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,0.887499451637268,..,0.698888778686523,..,0.785089075565338,..,0.924183249473572,0.179551064968109,0.345115303993225,0.399723917245865,0.595505774021149,0.563000798225403,0.543759167194366,0.512012898921967,0.681087553501129,0.602992832660675,0.554941534996033,0.448744118213654,0.300568491220474,0.0977598056197166,-0.106349594891071,0.265700727701187,0.0137935001403093,0.271274894475937,0.280948132276535,0.32552382349968,0.334524124860764,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,21865.5552539348,21675.7060879719,23814.227367599,22380.331904695,23496.367675721,26889.4250554833,26870.2852380937,24226.8846867539,24971.5744885632,24678.3910613218,22416.425417915,22449.3396931175,24288.2700193508,29627.92426353,33797.1624418436,34768.1759037525,36470.2128399313,41557.6235648179,45515.9617533473,41737.7635518137,40676.0647913181,43846.4660764798,40870.8523645734,42602.7179652667,43068.5487241739,36652.9223052178,37062.5335723829,38781.0494870836,41557.8548588876,40494.8982936276,39179.7442596057,43671.3084099631,40886.2532680273,..
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.92393508123074,1.04817584704435,1.59934267687127,-0.628666351905437,2.35840843921574,2.10662915810063,1.41299367250002,2.33629652937944,3.58865942535427,3.42137379882455,3.92366922704063,1.98372141863292,1.13553148214601,0.823160756684118,2.82975292869891,1.66321998030079,2.44932360111885,2.42473624337305,0.254945960124033,-2.87331382849632,1.94943762312663,2.19270063266654,0.313134751077172,0.576326674771792,0.956183052371557,1.1129123405747,1.09546440372048,2.29141999417021,1.86506607081999,1.84297181445896,-7.54045916249407,6.43520962104938,2.45475817660707,..
France,FRA,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,1.48368334770203,..,1.36451578140259,..,1.43230748176575,..,1.21287262439728,1.33328890800476,1.42519283294678,1.40783047676086,1.46217286586761,1.45637440681458,1.49627375602722,1.44575703144073,1.49973154067993,1.42973482608795,1.43693244457245,1.40233778953552,1.45359396934509,1.36678981781006,1.35174190998077,1.39693748950958,1.39610087871552,1.37121713161469,1.29722630977631,1.26025199890137,1.18272042274475,..
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.65716286284953,2.54708482952901,1.96705575674531,1.62350295323319,0.924864157993113,1.12478837456173,1.35807806646662,0.878201639970939,0.950262691440912,0.203811154729848,1.5532902530466,2.00833418538838,2.0674257413845,1.85936824410877,1.62267544006134,1.93634141901367,2.15532739127715,2.5566370154462,2.36707384043675,0.0666274760496037,1.06969747621216,0.947960225382971,1.16182503173519,0.778100531144062,0.576944232991778,1.13824878533235,0.522559343400445,0.521577263305687,0.9922245663778,1.27859214632949,2.83987619551208,1.42394826984793,2.94721692911406,..
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,9.13,10.2,11.32,12.59,11.83,12.37,12.57,12.07,11.98,10.22,8.61,8.7,8.31,8.91,8.88,8.83,8.01,7.39,9.12,9.28,9.23,9.84,9.91,10.27,10.35,10.06,9.41,9.02,8.41,8.01,7.86,7.31,7.081
France,FRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.05,9.134,10.203,11.321,12.593,11.834,12.367,12.566,12.074,11.981,10.218,8.61,8.702,8.307,8.914,8.882,8.833,8.009,7.386,9.122,9.279,9.228,9.841,9.913,10.273,10.354,10.057,9.41,9.018,8.415,8.01,7.874,7.308,..
France,FRA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,5.445275,5.64211666666667,5.29381583333333,5.66323,5.552045,4.9914825,5.1155225,5.83669166666667,5.89951566666667,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.502012864,0.662015306,0.767972059,1.002563689,1.542895357,2.268352438,4.273801074,10.05768321,19.30102205,36.73125788,49.52209267,62.69176131,64.98819173,69.81954372,74.1060681,79.47105672,84.8042036,90.2635957,93.92587863,93.27577006,92.53807461,95.28593331,98.71349646,99.98234788,102.8881154,104.4996731,105.5973124,107.5983841,109.5588076,111.8637727,112.8271405,116.6934991,118.8472962,..
France,FRA,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-0.783516225892005,-0.513540883799274,0.277811242514537,0.679594746562785,0.531948765076644,0.677057781164175,1.28049644438921,2.60179923127144,2.50803850014245,3.39499471898115,1.18077857733456,1.5218142190844,1.175629306184,0.866601323987478,0.432452993011335,-0.00649497362518162,0.0221640824996735,-0.327690864015585,-0.961095349295913,-0.818234234576086,-0.832873473249658,-1.02991205960483,-1.22500462637385,-0.867134237021947,-1.30794679968549,-0.374322697110554,-0.49354448927693,-0.692772372570489,-0.873698957960507,0.502007569171951,-1.56307363875374,0.333455742485785,-2.03921625003836,..
Georgia,GEO,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..,..,..,-242500000,-265300000,-81300000,-128067895.34,-105779435.49,-156119460.46,-330805341.62,-482758940.01,-542229625.34,-1184560923.76,-1690826793.32,-1428631125.74,-685300808.06,-730489603.66,-987355065.54,-751274688.9,-919270053.34,-1430328331.63,-1419585720.47,-1246836683.39,-1721098982.65,-1010417427.87,-1072558551.51,-572396734.08,-930741999.58,-1766267912.4,..
Georgia,GEO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,0.000370191926522696,0.318209021389782,..,..,6.90780807482052,7.34191772565261,2.93925854428705,4.29984428089904,3.41273251705983,4.72348885200524,8.39036166616402,9.61361623129554,7.06775086735302,15.1240361672901,18.5993001881899,12.5221905619449,6.13732507746039,7.52184501362326,7.74508433237961,5.87183347928777,6.08817941147603,10.420629446461,11.6045537857847,10.9620131582141,11.8846492438197,7.41052823258979,7.92296779793071,3.51121775645322,6.86050983652472,8.6011757366015,..
